recipientid,case_status,case_reopened,case_isactive,demo_familysize,demo_deceasedcount,demo_eduburden,demo_maritalvuln,med_disability,med_chronic,med_urgent,med_count,house_isrented,house_rent,house_infra,house_elec,house_ratio,fin_balance,fin_status,hist_lastmonth,xgboost_suggestion,group_id,max_budget,min_allocation,max_allocation,min_cases,amount_allocated
60e76764,0,1,1,8,2,6,5,7,0,1,4,1,1500,1,1,0.125,69.00774351,1,995.5689005,1390.8622,6,88000,250,500,50,799.745765
d22099fe,0,0,1,7,1,7,4,7,0,1,3,1,400,0,1,0.142857143,336.2536313,1,666.6170849,1101.4523,6,88000,250,500,50,538.3348116249999
02a7e766,0,1,1,1,2,5,2,0,0,1,2,0,0,0,1,1.0,212.9688542,1,284.5413857,273.9334,6,88000,250,500,50,0.0
6ed57d0c,0,2,1,8,2,10,4,7,0,0,6,1,400,1,1,0.125,261.7817898,1,105.4834275,895.6012,6,88000,250,500,50,447.8006
bd8458a0,0,2,1,6,1,1,2,0,4,0,7,1,400,1,1,0.166666667,410.033751,1,652.9496581,584.5424,6,88000,250,500,50,0.0
fd97153f,0,0,1,7,0,11,1,7,4,0,7,0,0,0,1,0.142857143,233.0907956,1,529.7139661,669.3999,6,88000,250,500,50,0.0
f455cfca,0,0,1,8,1,19,5,7,0,0,6,0,0,1,1,0.125,416.6021783,1,307.2389618,989.1089,6,88000,250,500,50,420.37128249999995
57594bb8,0,1,1,2,0,18,0,7,4,0,3,1,800,1,1,0.5,172.8124968,1,997.749389,473.8604,6,88000,250,500,50,0.0
2ddfe05f,0,1,1,5,0,18,5,7,0,1,0,0,0,1,1,0.2,226.0432984,1,648.2334688,912.9341,6,88000,250,500,50,524.9371074999999
b8b7478f,0,0,1,1,0,17,5,0,4,1,3,0,0,0,1,1.0,300.903367,1,675.6213096,396.877,6,88000,250,500,50,0.0
bc4aea65,0,1,1,3,2,17,0,0,0,0,8,0,0,0,1,0.333333333,107.4582657,1,295.4679246,419.8662,6,88000,250,500,50,0.0
f1782078,0,1,1,2,2,3,4,0,0,0,5,0,0,1,1,0.5,71.73472851,1,586.6239183,371.1578,6,88000,250,500,50,0.0
d6ee8f06,0,2,1,3,1,6,4,0,0,0,4,0,0,1,0,0.333333333,457.8941197,1,177.1535232,499.1766,6,88000,250,500,50,0.0
d40e8c71,0,0,1,6,0,11,5,7,0,1,0,0,0,0,0,0.166666667,240.6389756,1,12.90722798,847.6715,6,88000,250,500,50,0.0
2e17ace8,0,2,1,3,2,11,5,7,0,1,1,1,800,1,0,0.333333333,305.1887477,1,752.1286995,1045.707,6,88000,250,500,50,511.08929624999996
fea7602f,0,2,1,4,1,11,5,7,0,1,6,0,0,0,1,0.25,34.05451236,1,247.3997471,896.285,6,88000,250,500,50,515.3638749999999
34d9402b,0,2,1,4,0,12,5,7,0,1,6,1,800,0,1,0.25,312.8253947,1,523.4013709,895.4426,6,88000,250,500,50,437.6475707499999
850d5db9,0,2,1,5,0,14,2,7,4,1,9,1,800,0,0,0.2,92.22952553,1,483.294285,1079.8255,6,88000,250,500,50,620.8996624999999
875d7ba6,0,1,1,4,0,7,4,0,4,1,7,1,800,0,1,0.25,31.02070848,1,113.5406423,515.4565,6,88000,250,500,50,0.0
25495079,0,2,1,8,0,13,5,0,4,1,8,1,400,1,1,0.125,84.94353661,1,684.3142489,880.2053,6,88000,250,500,50,0.0
9e50aa86,0,2,1,2,1,18,2,7,0,1,4,0,0,1,1,0.5,45.57031972,1,579.6190972,883.8076,6,88000,250,500,50,508.18936999999994
abd16a11,0,0,1,1,1,9,4,7,0,1,6,1,400,0,1,1.0,398.7570226,1,280.6008132,794.794,6,88000,250,500,50,0.0
c8845da2,0,2,1,3,1,13,5,7,0,0,0,0,0,0,1,0.333333333,162.4613972,1,409.6728693,613.6676,6,88000,250,500,50,0.0
be35bdc3,0,1,1,3,0,4,1,0,4,1,6,1,1500,1,1,0.333333333,433.2115918,1,675.7612929,560.4469,6,88000,250,500,50,0.0
032b27f9,0,1,1,4,2,12,5,7,4,1,6,0,0,0,0,0.25,67.60865686,1,434.0521761,1202.6963,6,88000,250,500,50,691.5503725
4ccea25e,0,2,1,3,2,12,2,7,0,1,1,0,0,0,1,0.333333333,241.9012699,1,198.8140609,802.6187,6,88000,250,500,50,0.0
c17fc4cb,0,0,1,8,1,6,1,7,4,1,0,0,0,0,1,0.125,12.59954741,1,744.7367278,1162.1025,6,88000,250,500,50,668.2089374999999
e9f736b0,0,1,1,7,0,8,1,0,4,0,5,1,400,0,1,0.142857143,209.5497365,1,285.6259886,510.2149,6,88000,250,500,50,0.0
ca02f8c7,0,0,1,5,2,2,0,7,0,0,0,1,400,1,1,0.2,470.7371188,1,407.3655242,673.3038,6,88000,250,500,50,0.0
43c9c719,0,0,1,4,1,18,2,0,4,0,1,1,400,0,0,0.25,445.3292277,1,327.4209587,641.1366,6,88000,250,500,50,0.0
5581b7cb,0,0,1,8,0,12,5,0,4,0,3,1,800,1,1,0.125,192.3662883,1,177.3265532,791.336,6,88000,250,500,50,0.0
86257a1d,0,2,1,2,2,14,3,0,4,1,2,1,1500,1,1,0.5,180.1877462,1,932.7529391,760.682,6,88000,250,500,50,0.0
870f46c9,0,2,1,1,2,17,1,0,0,0,8,0,0,1,0,1.0,229.2592811,1,208.3995736,403.7696,6,88000,250,500,50,0.0
34faac6e,0,2,1,6,1,12,3,7,0,0,1,1,800,1,1,0.166666667,451.6118137,1,758.040421,795.7469,6,88000,250,500,50,0.0
5d8a8d75,0,1,1,6,2,13,1,0,0,1,8,1,800,0,1,0.166666667,310.1856261,1,965.6389753,551.8656,6,88000,250,500,50,0.0
f49d91aa,0,1,1,5,1,2,1,0,4,1,2,1,1500,1,1,0.2,103.4089466,1,636.0684204,792.9428,6,88000,250,500,50,0.0
461538b5,0,0,1,6,0,3,0,7,0,1,8,1,1500,0,0,0.166666667,406.0388055,1,657.7161473,942.5091,6,88000,250,500,50,460.6513226249999
42fab45e,0,1,1,8,1,15,3,0,4,1,1,1,1500,0,1,0.125,406.1953621,1,871.3152472,1001.9503,6,88000,250,500,50,489.703209125
6.54E+21,0,1,1,4,1,16,5,7,0,0,2,1,1500,1,1,0.25,48.75384623,1,312.0640447,923.2795,6,88000,250,500,50,461.63975
56727ec1,0,0,1,2,1,7,2,7,4,0,7,1,400,0,1,0.5,331.1568694,1,131.6869034,619.8712,6,88000,250,500,50,0.0
ce7224dc,0,0,1,8,2,12,2,0,0,0,1,0,0,1,0,0.125,312.4898742,1,194.5350332,769.7053,6,88000,250,500,50,0.0
b8e59a35,0,2,1,7,2,16,2,7,0,0,3,0,0,1,0,0.142857143,255.5568192,1,933.8659428,917.9794,6,88000,250,500,50,458.9897
96b1c14d,0,2,1,6,2,16,3,7,4,1,2,0,0,1,1,0.166666667,348.512083,1,886.380362,1307.5972,6,88000,250,500,50,639.0881314999999
b4eb3e9d,0,0,1,6,0,19,0,0,0,0,1,0,0,1,1,0.166666667,149.1362271,1,527.563649,450.0015,6,88000,250,500,50,0.0
4c7ab382,0,0,1,2,0,5,5,7,0,0,4,0,0,0,1,0.5,16.63398558,1,663.146249,352.8421,6,88000,250,500,50,0.0
9c51a400,0,1,1,6,0,10,0,7,4,1,5,1,1500,0,1,0.166666667,426.6212346,1,660.7985297,1213.9621,6,88000,250,500,50,593.3239763749999
2d298ada,0,1,1,1,2,8,4,7,0,1,0,0,0,1,0,1.0,217.6311398,1,0.227038218,841.269,6,88000,250,500,50,0.0
caf4f8f2,0,1,1,2,0,3,3,0,4,1,8,0,0,1,1,0.5,115.9206459,1,711.0009619,386.6577,6,88000,250,500,50,0.0
d5648e13,0,0,1,7,1,17,1,7,4,1,9,1,400,1,1,0.142857143,54.01447875,1,452.2024791,1395.524,6,88000,250,500,50,802.4262999999999
2aea64a5,0,1,1,1,2,1,1,7,0,1,5,0,0,1,1,1.0,433.0178375,1,562.4293741,714.3461,6,88000,250,500,50,0.0
6073114d,0,2,1,2,1,10,4,0,4,0,5,1,400,0,0,0.5,199.3212471,1,403.480969,564.0518,6,88000,250,500,50,0.0
f10ad633,0,0,1,8,2,6,2,7,0,1,5,0,0,0,1,0.125,68.51045502,1,363.2727964,1048.7607,6,88000,250,500,50,603.0374025
8c64b0da,0,2,1,3,0,9,1,0,0,0,7,0,0,0,1,0.333333333,246.4784858,1,993.7839754,176.9508,6,88000,250,500,50,0.0
740ab015,0,0,1,6,0,11,1,0,4,1,0,0,0,0,1,0.166666667,141.8039617,1,544.6308711,520.0715,6,88000,250,500,50,0.0
a5a04c3c,0,2,1,3,2,7,1,7,4,1,1,0,0,1,0,0.333333333,429.8226727,1,909.2021362,1024.6717,6,88000,250,500,50,500.80829337499995
2a92024f,0,0,1,6,2,18,1,7,4,1,3,0,0,1,1,0.166666667,377.268458,1,796.4405615,1160.4164,6,88000,250,500,50,567.1535154999999
5f6461d5,0,2,1,1,2,17,5,0,0,1,3,0,0,0,0,1.0,200.7488053,1,955.6494673,405.8405,6,88000,250,500,50,0.0
52f1341b,0,1,1,5,0,1,1,0,4,1,2,0,0,1,1,0.2,57.91154112,1,775.2345389,494.689,6,88000,250,500,50,0.0
323d8247,0,1,1,7,0,8,0,0,0,1,3,0,0,0,0,0.142857143,316.6316008,1,808.2682112,414.2593,6,88000,250,500,50,0.0
74c099d6,0,2,1,8,1,1,5,7,0,0,9,0,0,0,1,0.125,309.5840221,1,196.6881973,807.0114,6,88000,250,500,50,0.0
2ce93452,0,2,1,3,0,14,5,0,4,1,5,0,0,0,1,0.333333333,300.4727423,1,800.9387215,462.8169,6,88000,250,500,50,0.0
30e18a41,0,0,1,8,1,4,2,0,4,1,0,0,0,1,1,0.125,158.0506558,1,207.0570834,881.3948,6,88000,250,500,50,506.80201
e123b48e,0,2,1,8,0,8,3,0,0,1,7,0,0,1,1,0.125,3.023521592,1,205.794377,555.6148,6,88000,250,500,50,0.0
124f2b72,0,2,1,2,0,12,1,0,0,0,3,1,400,0,1,0.5,364.4349022,1,3.837145508,220.5008,6,88000,250,500,50,0.0
4daa198e,0,0,1,8,0,14,2,0,4,1,1,1,800,1,0,0.125,27.25596372,1,919.2080311,791.9548,6,88000,250,500,50,0.0
bff61dda,0,2,1,8,2,16,3,0,4,1,9,1,400,0,1,0.125,458.6102959,1,433.6943313,863.3521,6,88000,250,500,50,0.0
5ca60daa,0,1,1,3,1,6,5,7,4,0,7,0,0,1,1,0.333333333,395.6421462,1,395.0533379,694.2299,6,88000,250,500,50,0.0
09b55417,0,0,1,5,2,8,5,0,4,0,3,1,400,0,1,0.2,317.3720706,1,748.6087086,607.0961,6,88000,250,500,50,0.0
a8508f78,0,1,1,7,2,1,5,7,4,1,4,1,1500,1,0,0.142857143,357.5625099,1,535.6345006,1602.6803,6,88000,250,500,50,783.3099966249999
3203cd63,0,2,1,4,0,14,4,0,0,0,2,1,1500,1,1,0.25,19.63252582,1,153.1445001,573.9825,6,88000,250,500,50,0.0
b9181404,0,2,1,7,1,15,2,7,4,1,5,0,0,0,1,0.142857143,384.8733114,1,897.3973183,1205.5472,6,88000,250,500,50,589.211194
d101131c,0,2,1,6,2,5,3,0,0,1,2,1,1500,0,1,0.166666667,236.7178297,1,847.5476331,634.5625,6,88000,250,500,50,0.0
d4e9648d,0,0,1,2,0,14,2,0,4,1,2,0,0,1,1,0.5,394.5114223,1,322.0675352,434.5809,6,88000,250,500,50,0.0
dff5b29a,0,2,1,7,1,11,5,7,0,0,2,0,0,0,1,0.142857143,359.6226003,1,791.8913238,809.9208,6,88000,250,500,50,0.0
61a1143a,0,0,1,1,1,9,4,7,0,0,2,1,1500,0,1,1.0,87.29492562,1,922.6037571,645.0691,6,88000,250,500,50,0.0
5d055731,0,0,1,3,0,1,1,0,4,1,9,0,0,0,1,0.333333333,301.2345852,1,805.1743974,348.2167,6,88000,250,500,50,0.0
e1fc104b,0,0,1,4,0,11,1,7,0,0,5,1,1500,0,0,0.25,218.8584125,1,287.8796781,687.5921,6,88000,250,500,50,0.0
7a73f7d2,0,1,1,4,1,16,2,7,4,0,4,0,0,1,1,0.25,20.46697219,1,972.46139,765.0123,6,88000,250,500,50,0.0
2c29eb21,0,2,1,1,1,19,3,7,4,1,6,1,1500,0,1,1.0,237.6929277,1,768.7471314,1132.5236,6,88000,250,500,50,651.20107
2b4036e4,0,2,1,2,0,6,0,0,4,0,2,1,1500,0,1,0.5,417.0820541,1,39.92253256,329.0534,6,88000,250,500,50,0.0
d3e21775,0,0,1,2,0,11,4,7,0,0,3,1,400,1,0,0.5,166.2133461,1,970.0744567,525.4314,6,88000,250,500,50,0.0
cf297787,0,0,1,2,2,15,0,7,4,0,9,0,0,1,1,0.5,227.8247747,1,171.9125577,646.7565,6,88000,250,500,50,0.0
1525a853,0,1,1,6,1,7,2,7,4,1,4,1,800,0,1,0.166666667,171.6377445,1,743.435174,1306.3804,6,88000,250,500,50,751.16873
229c6d65,0,1,1,7,2,7,5,7,0,0,3,0,0,0,1,0.142857143,287.8326265,1,648.6829534,795.9692,6,88000,250,500,50,0.0
4feaf261,0,1,1,5,1,6,3,7,0,1,4,1,400,1,1,0.2,154.8458556,1,756.451088,924.7212,6,88000,250,500,50,531.7146899999999
df007b3a,0,2,1,7,0,6,4,0,0,0,4,1,1500,0,1,0.142857143,126.2651948,1,425.5056593,600.0189,6,88000,250,500,50,0.0
358cadfe,0,1,1,2,0,8,3,0,4,0,9,1,1500,1,1,0.5,191.0664544,1,120.7466359,445.5308,6,88000,250,500,50,0.0
835c363f,0,0,1,6,0,7,4,7,0,0,2,0,0,0,1,0.166666667,107.5778108,1,738.5460534,489.8101,6,88000,250,500,50,0.0
d9a3368c,0,2,1,6,2,17,3,0,0,0,8,1,1500,0,1,0.166666667,477.2769212,1,434.5309633,715.6877,6,88000,250,500,50,0.0
11482d99,0,1,1,7,0,12,1,0,4,0,0,1,400,1,0,0.142857143,196.8775708,1,299.9293975,652.483,6,88000,250,500,50,0.0
b31af297,0,0,1,7,2,2,5,7,4,1,3,0,0,1,1,0.142857143,59.11919624,1,664.7392049,1396.3729,6,88000,250,500,50,802.9144175
cfe722cb,0,0,1,7,2,14,2,0,4,1,3,0,0,1,0,0.142857143,345.8600571,1,359.7198619,863.8448,6,88000,250,500,50,0.0
a5db4a30,0,1,1,8,2,16,5,7,0,0,4,1,1500,0,1,0.125,237.7318031,1,111.1508798,1054.1128,6,88000,250,500,50,527.0564
6d19294d,0,1,1,4,0,14,0,7,0,1,3,1,1500,0,1,0.25,155.6909699,1,192.6763965,892.5293,6,88000,250,500,50,513.2043474999999
fb1a74b6,0,0,1,4,2,11,4,7,0,0,9,0,0,0,0,0.25,486.6304415,1,988.124076,631.1032,6,88000,250,500,50,0.0
dccf7330,0,0,1,2,2,7,0,7,0,1,0,1,800,1,1,0.5,491.8557916,1,39.36187982,837.5237,6,88000,250,500,50,0.0
8331b7e5,0,2,1,5,0,7,5,0,0,1,0,1,400,0,1,0.2,233.860308,1,111.9345781,441.5801,6,88000,250,500,50,0.0
28b9df6e,0,1,1,4,0,0,1,0,0,0,5,1,400,1,0,0.25,254.8282254,1,930.9986197,351.8242,6,88000,250,500,50,0.0
0b607241,0,2,1,1,1,14,5,0,0,1,8,0,0,0,1,1.0,71.40715224,1,587.6269866,343.7551,6,88000,250,500,50,0.0
a594d95f,0,0,1,7,0,1,4,7,0,0,6,0,0,0,0,0.142857143,129.3962042,1,258.7109474,715.7475,6,88000,250,500,50,0.0
615e168b,0,0,1,1,2,9,1,0,4,1,6,1,400,0,1,1.0,468.81989,1,534.1396961,484.7596,6,88000,250,500,50,0.0
40b20543,0,0,1,2,2,3,4,7,4,1,8,1,800,1,0,0.5,118.3576529,1,845.0122372,1197.8408,6,88000,250,500,50,688.7584599999999
b771559e,0,2,1,4,1,18,3,7,0,0,2,1,400,0,1,0.25,147.7110182,1,13.66168547,736.0366,6,88000,250,500,50,0.0
c000dd2a,0,1,1,5,0,12,0,7,0,1,1,0,0,1,1,0.2,119.1448353,1,182.0631289,717.3972,6,88000,250,500,50,0.0
0a86bd4c,0,1,1,8,1,6,0,0,4,0,8,0,0,0,1,0.125,285.599592,1,718.0141781,610.6087,6,88000,250,500,50,0.0
42e8cc30,0,0,1,3,2,2,1,0,4,0,1,0,0,0,1,0.333333333,62.21094343,1,966.6222209,373.6629,6,88000,250,500,50,0.0
9a194ebb,0,1,1,3,0,5,3,0,4,1,5,1,800,0,1,0.333333333,136.7372577,1,47.91386791,509.9445,6,88000,250,500,50,0.0
e05680c9,0,2,1,4,1,14,5,7,4,1,6,0,0,1,1,0.25,205.5567085,1,2.70814982,1219.9577,6,88000,250,500,50,701.4756775
62081dc9,0,2,1,7,1,12,1,0,4,0,5,0,0,1,0,0.142857143,32.04735552,1,814.7936675,685.5134,6,88000,250,500,50,0.0
fc7a4b17,0,0,1,6,0,15,0,0,0,0,3,0,0,1,0,0.166666667,36.33279379,1,289.7279837,462.4035,6,88000,250,500,50,0.0
641016fd,0,1,1,6,0,12,2,0,4,0,2,0,0,0,0,0.166666667,361.2056922,1,418.3458075,469.5912,6,88000,250,500,50,0.0
78ab1e30,0,0,1,7,1,13,4,0,4,1,1,0,0,0,1,0.142857143,388.863955,1,60.90554324,811.5211,6,88000,250,500,50,0.0
822b9a17,0,0,1,1,2,14,2,0,0,1,7,0,0,1,0,1.0,112.9198161,1,727.018527,401.3282,6,88000,250,500,50,0.0
a8be608b,0,1,1,2,0,2,2,7,0,0,9,1,1500,0,1,0.5,215.6052424,1,174.1566924,443.4469,6,88000,250,500,50,0.0
c746477d,0,2,1,4,0,6,4,7,4,1,6,1,1500,1,1,0.25,13.54056684,1,322.8097934,1134.4242,6,88000,250,500,50,652.2939149999999
f0aca42c,0,0,1,1,2,13,5,7,4,0,7,1,400,0,1,1.0,353.8102929,1,438.6490184,581.5147,7,20000,150,300,50,0.0
fed883fd,0,1,1,5,1,14,4,0,4,0,1,0,0,0,1,0.2,132.778799,1,435.0145943,631.4698,7,20000,150,300,50,0.0
24aab1a8,0,2,1,7,1,1,5,0,0,0,3,1,400,0,1,0.142857143,292.5175844,1,435.6720661,571.4865,7,20000,150,300,50,0.0
7c6968c1,0,2,1,8,0,6,1,0,0,1,2,0,0,0,1,0.125,157.8717012,1,821.1424247,423.4139,7,20000,150,300,50,0.0
5ff3f7b6,0,1,1,1,1,18,3,7,0,0,9,0,0,1,1,1.0,429.1033955,1,654.220462,540.3593,7,20000,150,300,50,0.0
68be534a,0,2,1,3,2,5,5,7,0,0,0,0,0,1,0,0.333333333,418.1892887,1,879.3244634,757.8103,7,20000,150,300,50,0.0
8b3a0ed6,0,1,1,1,2,18,1,7,4,0,1,0,0,1,1,1.0,294.1828446,1,55.10153516,631.0356,7,20000,150,300,50,0.0
ca721d79,0,0,1,4,1,11,3,7,0,1,4,0,0,1,1,0.25,473.4400982,1,360.0599019,827.1211,7,20000,150,300,50,349.46373595600136
8cfea6d7,0,2,1,5,1,7,4,7,0,1,7,0,0,1,1,0.2,153.4655365,1,597.6823355,974.5086,7,20000,150,300,50,453.65677036787076
0b9e672e,0,1,1,8,2,5,1,7,4,1,4,0,0,0,1,0.125,434.6761505,1,877.1204677,1223.768,7,20000,150,300,50,443.05188624037964
e5e4f022,0,0,1,8,1,13,1,0,0,0,5,0,0,1,1,0.125,410.2537521,1,756.6465494,591.2543,7,20000,150,300,50,0.0
67bdafac,0,0,1,8,0,6,0,7,0,0,8,0,0,1,1,0.125,94.72171658,1,572.7702767,622.4816,7,20000,150,300,50,0.0
3f56cd77,0,2,1,7,0,18,0,0,4,0,9,0,0,0,1,0.142857143,483.2794593,1,675.2308376,501.5764,7,20000,150,300,50,0.0
da4aa821,0,1,1,4,0,8,4,0,0,1,5,1,400,1,1,0.25,64.92850671,1,343.3009692,409.7652,7,20000,150,300,50,0.0
11ed58e8,0,0,1,5,2,1,3,7,0,0,0,0,0,1,0,0.2,351.6386139,1,299.9384898,670.9755,7,20000,150,300,50,0.0
cb8f6835,0,2,1,3,1,8,2,7,0,1,0,0,0,1,1,0.333333333,16.71178622,1,494.370811,884.455,7,20000,150,300,50,427.67528663750653
e58365d8,0,1,1,3,1,10,0,0,4,1,1,1,1500,0,0,0.333333333,286.9645681,1,405.4716763,723.9908,7,20000,150,300,50,0.0
6b66ed08,0,1,1,2,2,6,2,7,0,1,4,1,400,0,0,0.5,27.72261785,1,947.2999994,873.9016,7,20000,150,300,50,424.63051118821824
d58789a2,0,0,1,4,2,15,5,7,4,1,4,0,0,1,1,0.25,150.7934349,1,422.9435437,1126.1211,7,20000,150,300,50,497.3986940896304
4e550529,0,2,1,8,0,3,3,7,4,0,6,1,1500,1,0,0.125,321.7144748,1,124.6150632,921.7052,7,20000,150,300,50,324.0513327067179
1d57d028,0,1,1,5,2,18,0,0,4,1,0,0,0,1,1,0.2,215.4918644,1,6.840748148,706.3329,7,20000,150,300,50,0.0
32b36e18,0,2,1,3,1,18,0,0,0,1,4,1,400,1,0,0.333333333,121.807396,1,630.635295,474.0203,7,20000,150,300,50,0.0
300f75aa,0,1,1,1,0,4,4,7,0,1,8,1,1500,1,1,1.0,470.3754296,1,875.6851276,664.9214,7,20000,150,300,50,0.0
4affbc83,0,1,1,5,2,5,1,0,0,1,2,0,0,1,1,0.2,360.5273304,1,146.0965655,458.6959,7,20000,150,300,50,0.0
7676ab8c,0,1,1,3,1,12,1,7,4,1,3,0,0,1,1,0.333333333,86.98044385,1,999.3503005,1072.2959,7,20000,150,300,50,481.8695141558621
a6c6f52e,0,2,1,7,0,7,3,7,4,1,1,0,0,0,1,0.142857143,482.7243173,1,344.3080333,1068.0111,7,20000,150,300,50,408.5383056948718
d3e2cf30,0,2,1,4,0,8,1,7,4,1,2,0,0,0,1,0.25,101.8777429,1,708.9642671,878.7376,7,20000,150,300,50,426.0257519705971
62a23faa,0,2,1,7,0,11,3,0,4,0,8,1,400,1,1,0.142857143,35.03434786,1,483.1346456,622.0825,7,20000,150,300,50,0.0
b551ea8a,0,1,1,2,1,2,4,0,4,1,0,0,0,0,0,0.5,35.34830409,1,344.7697669,574.158,7,20000,150,300,50,0.0
04b48ba6,0,1,1,2,2,6,1,7,4,1,7,0,0,1,1,0.5,357.4764118,1,16.6715506,958.9736,7,20000,150,300,50,381.79853485381534
c601aecb,0,1,1,2,0,18,4,0,0,0,2,0,0,0,1,0.5,96.17318158,1,945.4948606,238.1613,7,20000,150,300,50,0.0
8efbc821,0,1,1,8,0,0,2,0,0,1,4,0,0,0,1,0.125,211.3433098,1,382.903014,415.8791,7,20000,150,300,50,0.0
bf52b549,0,0,1,5,0,0,2,0,0,1,6,0,0,0,1,0.2,129.1502146,1,626.8026301,251.9881,7,20000,150,300,50,0.0
eb9c2e30,0,2,1,1,1,16,5,7,4,0,9,0,0,1,1,1.0,65.33631521,1,586.2354988,614.588,7,20000,150,300,50,0.0
c17a6988,0,1,1,6,1,6,3,0,4,0,8,0,0,1,0,0.166666667,231.5997182,1,375.821219,708.7626,7,20000,150,300,50,0.0
7155dee1,0,2,1,5,2,8,3,7,0,1,5,1,400,1,0,0.2,388.9924858,1,418.9236248,1029.0553,7,20000,150,300,50,398.9849945410941
15ba1b51,0,0,1,7,1,6,0,7,4,1,0,0,0,0,0,0.142857143,357.449219,1,717.5613826,1217.1419,7,20000,150,300,50,443.03468496863746
96a56df3,0,2,1,3,0,8,1,0,0,0,9,0,0,0,0,0.333333333,446.234547,1,533.3083625,236.9172,7,20000,150,300,50,0.0
636bf400,0,1,1,1,2,1,1,7,0,1,8,1,400,0,1,1.0,51.81836324,1,159.6663494,756.288,7,20000,150,300,50,0.0
6ab930ff,0,0,1,8,1,8,5,0,0,1,0,1,800,0,1,0.125,316.5425632,1,947.152936,788.6164,7,20000,150,300,50,340.021050143289
ba081a85,0,0,1,7,2,11,3,7,4,0,4,0,0,1,0,0.142857143,170.7347033,1,147.8524379,959.0451,7,20000,150,300,50,390.6046743015619
982c61ba,0,2,1,3,0,6,5,7,0,1,2,1,400,0,0,0.333333333,268.790569,1,502.6301156,844.3903,7,20000,150,300,50,416.11616683316856
4b27cc7e,0,0,1,2,0,19,4,0,0,0,1,0,0,1,1,0.5,411.3287342,1,667.3318497,253.0788,7,20000,150,300,50,0.0
cac2f08b,0,1,1,1,0,2,0,0,0,1,4,0,0,1,0,1.0,242.645317,1,607.7784386,128.3984,7,20000,150,300,50,0.0
381dd8b9,0,1,1,2,2,2,3,0,4,1,3,0,0,1,1,0.5,126.5994535,1,753.4756054,507.5421,7,20000,150,300,50,0.0
dd287a32,0,0,1,4,0,12,1,0,0,0,1,0,0,1,0,0.25,130.3375789,1,262.695477,365.1518,7,20000,150,300,50,0.0
e8f1dcaa,0,2,1,7,0,9,1,0,4,1,9,1,800,0,1,0.142857143,137.0820188,1,127.1104909,704.8769,7,20000,150,300,50,0.0
43c6674d,0,0,1,2,0,0,0,0,0,1,6,0,0,0,1,0.5,52.89826014,1,358.7270195,104.0,7,20000,150,300,50,0.0
b3385773,0,1,1,8,0,6,1,0,0,0,2,1,800,0,1,0.125,169.3056146,1,917.7726525,524.7346,7,20000,150,300,50,0.0
53acb330,0,2,1,8,1,9,4,0,0,0,9,1,1500,0,1,0.125,278.7204836,1,447.350549,844.3916,7,20000,150,300,50,361.8404712155609
1ecc8f44,0,0,1,8,0,17,2,7,4,1,1,1,1500,1,1,0.125,149.246549,1,457.7646127,1291.7879,7,20000,150,300,50,521.4452529881662
ce2c89d6,0,0,1,1,2,19,5,0,0,1,9,0,0,1,1,1.0,10.57491167,1,917.0767795,385.1575,7,20000,150,300,50,0.0
05aa7646,0,2,1,6,2,9,0,7,4,0,5,1,800,1,1,0.166666667,361.3417872,1,123.6908506,972.0204,7,20000,150,300,50,334.78092348629156
bceb8d5e,0,0,1,3,1,17,4,7,0,0,2,1,1500,1,1,0.333333333,17.32535491,1,265.0472874,827.9713,7,20000,150,300,50,357.7209559462228
4190d66c,0,2,1,3,2,3,5,0,0,0,1,0,0,0,1,0.333333333,401.1368486,1,375.9712219,387.1556,7,20000,150,300,50,0.0
8716323,0,1,1,3,1,17,5,0,0,0,5,1,400,1,1,0.333333333,310.2784235,1,361.6660832,528.9388,7,20000,150,300,50,0.0
36b6895d,0,0,1,2,2,11,3,0,0,1,4,0,0,1,1,0.5,473.093447,1,679.9717101,365.9968,7,20000,150,300,50,0.0
b4ce711c,0,2,1,2,1,19,3,7,4,1,4,0,0,1,1,0.5,68.02811722,1,61.67458362,1021.8585,7,20000,150,300,50,467.3177528992119
8fb856e8,0,0,1,5,0,16,2,0,4,0,1,0,0,0,1,0.2,229.9908348,1,882.4091864,405.9315,7,20000,150,300,50,0.0
43b03fc5,0,1,1,2,2,13,3,7,0,0,1,0,0,0,1,0.5,253.8760759,1,89.82212943,537.3316,7,20000,150,300,50,0.0
4ce91939,0,2,1,8,1,0,1,7,4,1,4,0,0,1,0,0.125,345.9636816,1,703.280054,1280.4025,7,20000,150,300,50,443.1989086856314
49685150,0,2,1,2,0,9,3,0,4,0,3,1,400,1,1,0.5,45.2094889,1,681.7854978,344.0307,7,20000,150,300,50,0.0
1125fa51,0,1,1,5,2,14,1,0,0,0,6,1,400,1,1,0.2,76.70644119,1,190.3817863,595.9564,7,20000,150,300,50,0.0
a5d2bcca,0,2,1,4,1,17,3,7,0,1,7,0,0,0,1,0.25,60.68596227,1,554.0992804,920.5287,7,20000,150,300,50,438.08295773165537
f2fff1b4,0,0,1,3,1,1,1,0,4,1,9,1,800,1,1,0.333333333,459.8962859,1,169.2030517,582.4923,7,20000,150,300,50,0.0
bc06094c,0,0,1,1,2,6,2,7,4,1,9,0,0,0,1,1.0,43.06788577,1,619.5825928,944.9271,7,20000,150,300,50,445.12217251759307
